날짜:2020.1.1		소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6200 [문화생활비]54000 [통신비]0 [가정용품]0 [주류,담배]114500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.12	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.13	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.14	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3500 [문화생활비]22600 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.15	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.16	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]12500 [기타]0
날짜:2020.9.17	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]8800 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.18	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.19	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.20	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.21	소비:[식료품]24000 [주거비]0 [의류비]78500 [보건의료비]0 [교통비]5600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.22	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.23	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.24	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.25	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.26	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.27	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.28	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.29	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.9.30	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.1	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.2	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.3	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.4	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.5	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.6	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.7	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.8	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.9	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.10	소비: [식료품]21000[주거비]786400 [의류비]0 [보건의료비]0 [교통비]5000 [문화생활비]9500 [통신비]32000 [가정용품]0 [주류,담배]4500 [교육비]160000 [가정용품]0 [기타]0		소득:[월급]2400000
날짜:2020.10.11	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.12	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.13	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.14	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.15	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.16	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.17	소비:[식료품]11000 [주거비]0 [의류비]22700 [보건의료비]0 [교통비]9000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.18	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.19	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.20	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.21	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.22	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5800 [문화생활비 31000 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.23	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.24	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.25	소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.26	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.27	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.28	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.29	소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.30	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.10.31	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.1	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.2	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.3	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.4	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.5	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.6	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.7	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.8	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.9	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.10	소비: [식료품]15000[주거비]827000 [의류비]58600 [보건의료비]0 [교통비]8700 [문화생활비]9500 [통신비]32000 [가정용품]0 [주류,담배]4500 [교육비]160000 [가정용품]0 [기타]0		소득:[월급]2400000
날짜:2020.11.11	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]28000 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.12	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]12500 [기타]0
날짜:2020.11.13	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.14	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.15	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.16	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.17	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.18	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.19	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.20	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.21	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.22	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5400 [문화생활비]55000 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.23	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.24	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.25	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.26	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.27	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.28	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.29	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.11.30	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.1	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.2	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.3	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.4	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.5	소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8100 [문화생활비]3000 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.6	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.7	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.8	소비:[식료품]16000 [주거비]0 [의류비]324000 [보건의료비]0 [교통비]3500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.9	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.10	소비: [식료품]19000[주거비]884000 [의류비]0 [보건의료비]0 [교통비]9400 [문화생활비]9500 [통신비]32000 [가정용품]0 [주류,담배]4500 [교육비]160000 [가정용품]0 [기타]0		소득:[월급]2400000
날짜:2020.12.11	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.12	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.13	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]11000 [교통비]4000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.14	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.15	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.16	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.17	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.18	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.19	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.20	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.21	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.22	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.23	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]22000 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.24	소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]19000 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.25	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2300 [문화생활비]85400 [통신비]0 [가정용품]0 [주류,담배]54000 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.26	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.27	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.28	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.29	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.30	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2020.12.31	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]38200 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.1		소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]26000 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.2		소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.3		소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.4		소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.5		소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.6		소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.7		소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.8		소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.9		소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.10	소비: [식료품]20000[주거비]894000 [의류비]0 [보건의료비]0 [교통비]3500 [문화생활비]9500 [통신비]32000 [가정용품]0 [주류,담배]4500 [교육비]160000 [가정용품]0 [기타]0		소득:[월급]2400000
날짜:2021.1.11	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.12	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.13	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.14	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.15	소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.16	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]31000 [교육비]0 [가정용품]0 [기타]0
날짜:2021.1.17	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
